Customer Code,Customer Name,Country Name,Employee ,Customer Type
C1919,Global Maritime Group Inc,UNITED ARAB EMIRATES,Unassigned,Potential
C0900,GLOBAL OFFSHORE SERVICES LTD,INDIA,Unassigned,Potential
C1920,Global Projects Supply and Services,UNITED ARAB EMIRATES,Unassigned,Potential
C2848,Global Tanker FZE,,MALEK,Potential
C0772,GLOBAL UNITED SHIPPING INDIA PRIVATE LIMITED,INDIA,Unassigned,Potential
C2303,Gloha Maritime Pte Ltd,SINGAPORE,Unassigned,Potential
C0579,GLORY NAVIGATION CO LTD,,Unassigned,Potential
C0706,GLORY SHIP MANAGEMENT PTE LTD,SINGAPORE,WILL ZHANG,Potential
C0064,GMI PANAMAX POOL LIMITED,CAYMAN ISLAND,Unassigned,Potential
C1205,GMMOS (Gulf Marine Maintenance & Offshore Service Company) / VASUDA GROUP,UNITED ARAB EMIRATES,Unassigned,Potential
C1922,GMS,UNITED ARAB EMIRATES,Unassigned,Potential
C1925,GMS Gulf Marine Services Mussafah base,UNITED ARAB EMIRATES,Unassigned,Potential
C1230,GMS OFFSHORE CONTRACTOR,UNITED ARAB EMIRATES,Unassigned,Potential
GN GROUP,GN GROUP,,Unassigned,Potential
GN GROUP,GN GROUP,,Unassigned,Potential
C1928,GNP Shipping Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C2373,GO FUELS,,Unassigned,Potential
C1151,GOBEL MARINE SERVICES LIMITED,NIGERIA,Unassigned,Potential
C0315,GOL OFFSHORE LIMITED,INDIA,Unassigned,Potential
C2083,Golden Arrow,,SATNAM,Potential
C1873,Golden Crown Shipping Co LLC,UNITED ARAB EMIRATES,KUROSH,Potential
C1929,Golden Crown Shipping Co. (LLC),UNITED ARAB EMIRATES,Unassigned,Potential
C1267,GOLDEN CROWN SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2682,GOLDEN ENERGY MARINE CORP,ATHENS,STELLA,Potential
C0269,GOLDEN GLORY SHIPPING LTD,LIBERIA,MAAZ AHMED,Potential
C2401,Golden Island,,Unassigned,Potential
C2126,Golden Sky Real Estate LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0519,GOLDEN STENA WECO PRIVATE LIMITED,SINGAPORE,WILL ZHANG,Potential
C0730,GOOD FAITH SHIPPING CO SA,GEORGIA,Unassigned,Potential
C1275,GOOD LUCK SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1931,Goodrich Maritime DMC EAST,UNITED ARAB EMIRATES,Unassigned,Potential
C1347,Gothenburg Chartering,SWEDEN,Unassigned,Potential
C1609,Gothia Tankers Alliance,NORWAY,Unassigned,Potential
C0267,GOTLAND REDERI AB,SWEDEN,MAAZ AHMED,Potential
C2465,GP GLOBAL,,Unassigned,Potential
C1388,Graig,UNITED KINGDOM,Unassigned,Potential
C2143,Grandweld Shipyards,,Unassigned,Potential
C1780,Great Ocean Shipping Services,UNITED ARAB EMIRATES,Unassigned,Potential
C0495,GREAT SEA SHIPPING PRIVATE LIMITED,JAPAN,WILL ZHANG,Potential
C1420,Great White Fleet,SWITZERLAND,Unassigned,Potential
C1934,Green Fields Livestock Marketing Services,UNITED ARAB EMIRATES,Unassigned,Potential
C2128,Green Petrochem Industry FZC,UNITED ARAB EMIRATES,Unassigned,Potential
C1593,Grieg Star,NORWAY,Unassigned,Potential
C1504,Grimaldi SPA,ITALY,VALERIO,Potential
C0547,GRINDROD SHIPPING PRIVATE LIMITED,SINGAPORE,WILL ZHANG,Potential
C1622,Grupo Suardiaz,SPAIN,Unassigned,Potential
C1235,GRUPPO MESSINA S.P.A,ITALY,Unassigned,Potential
C2101,GS CALTEX,,SATNAM,Potential
C1320,GSS MARINE,UNITED ARAB EMIRATES,Unassigned,Potential
C1939,GSS MARINE SHIPPING SERVICES LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0648,GUANGZHOU OCEAN SHIPPING COMPANY (COSCO GUANGZHOU),CHINA,Unassigned,Potential
C0581,GUDAMI INTERNATIONAL PTE LTD,,Unassigned,Potential
C1940,Gulf Cobla,UNITED ARAB EMIRATES,Unassigned,Potential
C1317,GULF COBLA LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1875,Gulf Energy Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C2253,Gulf Energy Limited ( L.L. C. ),UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C2134,Gulf Energy Limited ( L.L. C.),UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C1767,Gulf Energy Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C0520,GULF ENERGY MARITIME (GEM) PJSC,UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C1834,Gulf Energy Maritime (PJSC),UNITED ARAB EMIRATES,Unassigned,Potential
C1942,Gulf General Investments Co (PSC),UNITED ARAB EMIRATES,Unassigned,Potential
C1944,Gulf Glory Marine Services,UNITED ARAB EMIRATES,Unassigned,Potential
C1252,GULF GLORY MARINE SERVICES FZC,UNITED ARAB EMIRATES,Unassigned,Potential
C1800,Gulf Import & Export Co Llc,UNITED ARAB EMIRATES,Unassigned,Potential
C1947,Gulf Import and Export Co. LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1949,Gulf Liner Shipping Agencies LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1950,Gulf Marine Maintenance,UNITED ARAB EMIRATES,Unassigned,Potential
C1952,Gulf Marine Services Co WLL,UNITED ARAB EMIRATES,Unassigned,Potential
C1759,Gulf Maritime Ship broker & consultants Co,UNITED ARAB EMIRATES,Unassigned,Potential
C1802,Gulf Navigation Holding PJSC,,Unassigned,Potential
C1273,GULF NAVIGATION PJSC,UNITED ARAB EMIRATES,Unassigned,Potential
C1876,Gulf of Aden Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C2407,Gulf Petrol Supplies (LLC),,Unassigned,Potential
C2163,Gulf Promotrade,UNITED ARAB EMIRATES,Unassigned,Potential
C1953,Gulf Russ Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C2658,GULF SHIP MANAGEMENT LLC,UNITED ARAB EMIRATES,VALERIO,Potential
C1955,Gulf Stolt Ship Management,UNITED ARAB EMIRATES,Unassigned,Potential
C1958,Gulf Stream,UNITED ARAB EMIRATES,Unassigned,Potential
C1959,Gulf Trust Fuel Supply,UNITED ARAB EMIRATES,Unassigned,Potential
C1327,GULF TRUST GROUP,UNITED ARAB EMIRATES,Unassigned,Potential
C1960,GulfNav Ship Management FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C2148,Gulfruss Shipping,,Unassigned,Potential
C1878,Gulmar Offshore,UNITED ARAB EMIRATES,Unassigned,Potential
C1623,Gumersindo Junquera S.A.,SPAIN,Unassigned,Potential
C1673,Gundem shipping,TURKEY,Unassigned,Potential
C1964,Gunehr Shipping Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C1647,GW Navigation,CANADA,Unassigned,Potential
C1645,H. Dantas,BRAZIL,Unassigned,Potential
C1485,Habas group,TURKEY,Unassigned,Potential
C2302,Hadon International Fzc,UNITED ARAB EMIRATES,Unassigned,Potential
C0069,HAI ANH TRADING SHIPPING CO,VIETNAM,Unassigned,Potential
C0071,HAI MINH TRADING PRODUCTION SERICE,,Unassigned,Potential
C2318,HAI YIN,,Unassigned,Potential
C0073,HAIPHONG TRADING TRANSPORT CO. LTD,VIETNAM,Unassigned,Potential
C1262,HAKAN AGRO COMMODITIES DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
C2108,HAKSA SHIPPING LTD. / NESA SHIPPING LTD,TURKEY,ARZU,Potential
C0483,HAL OFFSHORE,INDIA,Unassigned,Potential
C0504,HALANI GROUP,INDIA,Unassigned,Potential
C0855,HALLIN MARINE,SINGAPORE,WILL ZHANG,Potential
C1792,Halul Offshore Services Company,UNITED ARAB EMIRATES,Unassigned,Potential
C0522,Halul Offshore Services Company W.L.L.,QATAR,Unassigned,Potential
C0457,HAMBURG SUDAMERIKANISCHE,GERMANY,Unassigned,Potential
C1880,Hamid Trading LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0533,HAMMONIA REEDEREI GMBH & COMPANY KG,GERMANY,Unassigned,Potential
C1831,Hanan Shipping LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0675,HANDYTANKERS K/S,SINGAPORE,WILL ZHANG,Potential
C0618,HANGLI SHIPPING PTE LTD,,Unassigned,Potential
C0523,HANJIN SHIPPING COMPANY LIMITED,"KOREA, REPUBLIC OF",Unassigned,Potential
C1699,Hanna Shaikh Group,BAHRAIN,Unassigned,Potential
C0760,Hansa Rendsburg Mbh & Co Kg,GERMANY,Unassigned,Potential
C1481,Hansa shipping,ESTONIA,Unassigned,Potential
C0537,Hansa Shipping GmbH & Company KG,GERMANY,Unassigned,Potential
C1599,Hansa Tankers,NORWAY,Unassigned,Potential
C0356,Hansa Tankers AS,NORWAY,Unassigned,Potential
C1966,Hansa Tankers DA-Desk,UNITED ARAB EMIRATES,Unassigned,Potential
C2428,Hanseatic Bunker Services Gmbh,GERMANY,KUROSH,Potential
C0512,HANZEVAST SHIPPING BV,NETHERLANDS,Unassigned,Potential
C1201,HAPAG LLOYDS AG,GERMANY,Unassigned,Potential
C0762,Hapag-Lloyd Usa Llc,UNITED STATES OF AMERICA,Unassigned,Potential
C0534,HAPPY BUCCANEER REDERIJ,NETHERLANDS,Unassigned,Potential
C0874,HARBOR BUNKERING CORP.,,SATNAM,Potential
C2257,Harmony Innovation Shipping Pte Ltd,SINGAPORE,Unassigned,Potential
C0552,HARMONY TRANSPORTATION CO LTD,TAIWAN,KAREN,Potential
C0722,HARTMAN SEATRADE CV,NETHERLANDS,Unassigned,Potential
C1371,Harvester Shipmanagement Ltd,CYPRUS,Unassigned,Potential
C1596,Hav shipping,NORWAY,Unassigned,Potential
C0236,"HAYNE SHIPPING CO.,LTD","KOREA, REPUBLIC OF",Unassigned,Potential
C1967,HDT Shipping Lines,UNITED ARAB EMIRATES,Unassigned,Potential
C1502,Heidmar,UNITED KINGDOM,Unassigned,Potential
C1404,Helikon shipping enteprises,UNITED KINGDOM,Unassigned,Potential
C2622,Helmsman Supply Limited,,Unassigned,Potential
C2297,Henty Oil,,Unassigned,Potential
C0341,"HEUNG-A SHIPPING CO.,LTD","KOREA, REPUBLIC OF",HYUKMIN,Potential
C0786,HHL VENICE SHIPPING LTD,GERMANY,Unassigned,Potential
C0562,HIND OFFSHORE PVT. LTD.,,Unassigned,Potential
C2069,HISTRIA SHIPMANAGEMENT S.R.L,ROMANIA,Unassigned,Potential
C0350,"H-LINE SHIPPING CO.,LTD","KOREA, REPUBLIC OF",HYUKMIN,Potential
C1216,HMK BOATS AND TRADING,UNITED ARAB EMIRATES,Unassigned,Potential
C1735,HMK Ships & Boats Trading Co LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0074,HOANG CHIEN LIMITED COMPANY,VIETNAM,Unassigned,Potential
C0742,HOANG LOC SHIPPING JOINT STOCK COMPANY,VIETNAM,Unassigned,Potential
C1507,Höegh Autoliners,NORWAY,Unassigned,Potential
C0530,HOEGH AUTOLINERS MANAGEMENT AS,NORWAY,Unassigned,Potential
C1969,Holcim Trading FZCO,UNITED ARAB EMIRATES,Unassigned,Potential
C1196,HORIZON GEOSCIENCES,UNITED ARAB EMIRATES,Unassigned,Potential
C2231,HPCL,,SATNAM,Potential
C0738,HS SCHIFFAHRTS GMBH & COMPANY KG,GERMANY,Unassigned,Potential
C1344,Hudson Shipping Lines,UNITED STATES OF AMERICA,Unassigned,Potential
C1882,Humaid Badir Marine Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C1972,Humaid Badir Marine Shipping Establishment,UNITED ARAB EMIRATES,Unassigned,Potential
C1326,HUMAID BADIR SHIPPING DMCEST,UNITED ARAB EMIRATES,Unassigned,Potential
C0078,"HUNG PHAT SHIPPING TRADING CO., LTD",,Unassigned,Potential
C0419,HYUNDAI,,Unassigned,Potential
C1522,Hyundai (HMM),UNITED KINGDOM,Unassigned,Potential
C2335,Hyundai oilbank,,Unassigned,Potential
C0079,I & C INTERNATIONAL PTE LTD,,Unassigned,Potential
C0372,IASON HELLENIC SHIPPING COMPANY LIMITED,GEORGIA,Unassigned,Potential
C1793,ICON CHARTERING,UNITED ARAB EMIRATES,Unassigned,Potential
C0374,ID SHIPPING A/S,DENMARK,Unassigned,Potential
C1681,İDO Istanbul Fast Ferries,TURKEY,Unassigned,Potential
C1974,Iffcochart Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C0627,Iino Kaiun Kaisha Ltd,JAPAN,Unassigned,Potential
C1394,Ilva,ITALY,Unassigned,Potential
C0452,I-MARINE INFRATECH (INDIA) PRIVATE LIMITED,INDIA,Unassigned,Potential
C0080,IMPEX MARINE (S) PTE LTD ( CUSTOMER A/C),SINGAPORE,Unassigned,Potential
C0264,IMT INC.,"KOREA, REPUBLIC OF",HYUKMIN,Potential
C1976,Inchcape Shipping Services (Dubai) LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0463,INCI GEMI ISLETME LIMITED SIRKETI,TURKEY,Unassigned,Potential
C0454,IND-AUST MARITIME PVT LTD,INDIA,Unassigned,Potential
C0561,INDIA STEAMSHIP,,Unassigned,Potential
C2492,Indian Oil Mauritius Limited,,Unassigned,Potential
C0477,INDICO MARINE,INDIA,Unassigned,Potential
C1210,INDUSTRIAL TOOLS INTERNATIONAL,UNITED ARAB EMIRATES,Unassigned,Potential
C1565,Ingria Shipping,RUSSIAN FEDERATION,Unassigned,Potential
C1484,‎INOVYN,UNITED KINGDOM,Unassigned,Potential
V0619,INTEGR8 FUELS EUROPE LIMITED,UNITED KINGDOM,Unassigned,Potential
C2008,Integrated Lifters,INDIA,Unassigned,Potential
C1723,Inter Global Shipping Ltd (UAE),UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C1977,Inter globe Trading FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C1978,Inter Gulf Marine (L.L.C.),UNITED ARAB EMIRATES,Unassigned,Potential
C0894,INTER GULF MARINE LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1794,Inter Gulf Marine LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2636,INTER OCEAN,,Unassigned,Potential
C0566,INTER SEAS SHIPPING,,Unassigned,Potential
C1194,INTER SEAS SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2141,INTERCONTINENTAL SHIPPING DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
C0543,INTERLINK LIMITED,BERMUDA,Unassigned,Potential
C1979,InterMarine Sharjah Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C1980,Intermarine Shipping DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
C0082,INTERNATIONAL LABOUR AND SERVICES STO. CO,VIETNAM,Unassigned,Potential
C1982,International Octane Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C1255,INTERNATIONAL SHIPPING & LOGISTICS FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C1987,International Shipping & Transportation Co,UNITED ARAB EMIRATES,Unassigned,Potential
C2434,INTERNATIONAL SUPPLY,,Unassigned,Potential
C1963,INTERNATIONAL TANKER MANAGEMENT,UNITED ARAB EMIRATES,Unassigned,Potential
C1539,International Tankers,UNITED KINGDOM,Unassigned,Potential
C1339,Interorient Maritime Enterprises Incorporated,CYPRUS,Unassigned,Potential
C1581,Intership Navigation,CYPRUS,Unassigned,Potential
C1338,Intresco,EUROPEAN UNION,Unassigned,Potential
C2642,IOCL,,Unassigned,Potential
C0318,IOLCOS HELLENIC MARITIME ENTERPRISES COMPANY LIMITED,GEORGIA,Unassigned,Potential
C1993,Iremis Limited (Sharjah Branch),UNITED ARAB EMIRATES,Unassigned,Potential
C1276,IRISL,IRAN,Unassigned,Potential
C1883,Island Flag Shipping L.L.C,UNITED ARAB EMIRATES,Unassigned,Potential
C1994,ISLAND FLAG SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1674,Ist shipping,TURKEY,Unassigned,Potential
C1446,Iver Ships,NETHERLANDS,Unassigned,Potential
C2089,İyem Asya Nak.ve Tic.Ltd.Şti.,TURKEY,Unassigned,Potential
C2110,İyem Asya Nakliyat ve Ticaret Limited Şirketi,TURKEY,ARZU,Potential
C0651,J & L MARINE SERVICES,INDIA,Unassigned,Potential
C1996,J. Ray McDermott Middle East Inc.,UNITED ARAB EMIRATES,Unassigned,Potential
C0583,J.LAURITZEN SINGAPORE LIMITED,,Unassigned,Potential
C0489,JACKSOON SHIPPING SAFETY MGMT,TAIWAN,Unassigned,Potential
C1409,Jadroplov International Maritime Transport,CROATIA,Unassigned,Potential
C1763,Jag Shipping Co LLc / Copa Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C0846,JALDHI MIDEAST DMCC,INDIA,Unassigned,Potential
C1542,James Fisher & Sons,UNITED KINGDOM,MALEK,Potential
C0791,JAMES MACKINTOSH & CO PVT LTD,INDIA,Unassigned,Potential
C1990,James Mackintosh & Co. Pvt. Ltd,INDIA,Unassigned,Potential
C1322,JAN DE NUL DREDGING LTD,UNITED ARAB EMIRATES,Unassigned,Potential
C1999,Jan De Nul Dredging Middle East FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C2000,Japaul Maritime & Oil Service PLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0553,JAWAN COMPANIA NAVIERA SA,JORDAN,MAAZ AHMED,Potential
C0567,JAWAR AL KHALEEJ SHIPPING,,Unassigned,Potential
C2001,Jawar Al Khaleej Shipping L.L.C. (JAK),UNITED ARAB EMIRATES,Unassigned,Potential
C1173,JAWAR AL KHALEEJ SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1187,JAWHART BERLIN COMPANY,UNITED ARAB EMIRATES,Unassigned,Potential
JEIL INTERNATIONAL,"JEIL INTERNATIONALL CO.,LTD","KOREA, REPUBLIC OF",HYUKMIN,Potential
C2396,Jera Trading Pte Ltd,SINGAPORE,KAREN,Potential
C1166,JEVKON OIL & GAS LIMITED,NIGERIA,Unassigned,Potential
C0086,JIA RUN INTERNATIONAL (HONG KONG) LTD,CHINA,Unassigned,Potential
C2572,JIANGSU STEAMSHIP PTE LTD,SINGAPORE,CHONG HAN,Potential
C0249,JK MARITIME INC.,"KOREA, REPUBLIC OF",HYUKMIN,Potential
C2147,JMD Shipping,,Unassigned,Potential
C0087,JMD SHIPPING & DRADING FZE,UNITED ARAB EMIRATES,MAAZ AHMED,Potential
C1251,JMD SHIPPING & TRADING FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C0629,JO TANKERS AS,NORWAY,Unassigned,Potential
C0325,JOHN C. HADJIPATERAS & SONS LIMITED,UNITED KINGDOM,Unassigned,Potential
C1554,JOHN J. RIGOS MARINE ENTERPRISES S.A.,GEORGIA,Unassigned,Potential
C1399,John Samonas & Sons Ltd,UNITED KINGDOM,Unassigned,Potential
V0578,JOHNASIA SHIPPING (S) PTE LTD,SINGAPORE,Unassigned,Potential
C0750,JORK MEYER BEREEDERUNGS,GERMANY,Unassigned,Potential
V0707,JOSE SALAMA & Co. S.L.,SPAIN,ARZU,Potential
C1297,JOUD ENERGY,UNITED ARAB EMIRATES,Unassigned,Potential
C1762,JPS Yacht & Charter Co,UNITED ARAB EMIRATES,Unassigned,Potential
C022609,JSC ASTON,RUSSIAN FEDERATION,Unassigned,Potential
C022610,JSC MARITIME TRADE PORT OF KHATANGA,RUSSIAN FEDERATION,Unassigned,Potential
C0281,J-SHIP MANAGEMENT CO LTD,"KOREA, REPUBLIC OF",Unassigned,Potential
C0344,"JSK SHIPPING CO.,LTD","KOREA, REPUBLIC OF",HYUKMIN,Potential
C0645,JSW STEEL (SALAV) LIMITED,INDIA,Unassigned,Potential
C1315,JUBBA GENERAL TRADING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1662,Jumbo group,FRANCE,Unassigned,Potential
C1217,JUMBO LINE SHIPPING,UNITED ARAB EMIRATES,Unassigned,Potential
C1000,Jumbo Line Shipping Agency,UNITED ARAB EMIRATES,Unassigned,Potential
C2536,JUNHAN MARINE CO. LTD,CHINA,CHONG HAN,Potential
C2003,Juzor Al Maheet Marine Services LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0653,JX OCEAN COMPANY LIMITED,JAPAN,WILL ZHANG,Potential
C2580,K LINE BULK SHIPPING (UK) LTD,UNITED KINGDOM,Unassigned,Potential
C0472,K TRADE WORLDWIDE,INDIA,Unassigned,Potential
C022613,KAALBYE SHIPPING INTERNATIONAL LTD,UNITED KINGDOM,Unassigned,Potential
C2292,KAKANDY VENTURES,,MAAZ AHMED,Potential
C2206,Kalkavan Deniz Nakliyat ve Ticaret Ltd. Sti,,Unassigned,Potential
C1283,KALYAN RESOURCES DMCC,UNITED ARAB EMIRATES,Unassigned,Potential
C1737,Kalyan Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C1807,Kanoo Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C1783,Kanoo Shipping Agencies,UNITED ARAB EMIRATES,Unassigned,Potential
C2004,Kanoo Shipping Agencies WLL,UNITED ARAB EMIRATES,Unassigned,Potential
V0748,Karaba group srl,ITALY,ARZU,Potential
C2188,KARADENIZ HOLDING A.S.,TURKEY,ARZU,Potential
C1773,Karnak Holdings Ltd,UNITED ARAB EMIRATES,Unassigned,Potential
C2005,KASSAB Inter-Shipping L.L.C.,UNITED ARAB EMIRATES,Unassigned,Potential
C1885,Kassab Inter-Shipping LLC,UNITED ARAB EMIRATES,Unassigned,Potential
V0530,Kaynar Sanayi ve Dis Ticaret Ltd,,Unassigned,Potential
C0634,KB SHIPPING & COMPANY,INDIA,Unassigned,Potential
C0404,KC MARITIME INDIA LTD,HONG KONG,Unassigned,Potential
C1245,KDK SHIP CHARTER LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0614,KEO YOUNG SHIPPING CO,,Unassigned,Potential
C1572,Keystone,RUSSIAN FEDERATION,Unassigned,Potential
C2010,Khalid Faraj Marine Shipping,UNITED ARAB EMIRATES,VAISHNAV,Potential
C1798,Khalid Faraj Shipping Co,UNITED ARAB EMIRATES,KUROSH,Potential
C1232,KHALID FARAJ SHIPPING LLC,UNITED ARAB EMIRATES,VAISHNAV,Potential
C2347,Khemvlad,,SATNAM,Potential
C1887,Khor Al Zubair Shipping Co,,Unassigned,Potential
C2151,Khor Al Zubair Shipping Company,UNITED ARAB EMIRATES,Unassigned,Potential
C1175,KHOR AL ZUBAIR SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C1889,Kito Enterprises LLC,UNITED ARAB EMIRATES,KUROSH,Potential
C1517,Kleimar,BELGIUM,Unassigned,Potential
C1734,Knauf RAK FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C1602,Knutsen OAS,NORWAY,Unassigned,Potential
C1400,Kommandit Servis,RUSSIAN FEDERATION,Unassigned,Potential
C0643,KONKAR SHIPPING AGENCIES S.A.,GEORGIA,Unassigned,Potential
C0546,KON-QUEST S.A.,GEORGIA,Unassigned,Potential
C0279,KOPPING LANTAU BEACH MBH,GERMANY,Unassigned,Potential
C0268,KOREA MARITIME & OCEAN,"KOREA, REPUBLIC OF",Unassigned,Potential
C0339,KOREA SHIPPING CORPORATION,"KOREA, REPUBLIC OF",HYUKMIN,Potential
C1654,KROON SHIPPING CORP,UNITED STATES OF AMERICA,Unassigned,Potential
C1575,Krunch Ltd,CYPRUS,Unassigned,Potential
C0516,K-SHIPS SRL,ITALY,Unassigned,Potential
C0584,KUANG MING SHIPPING CORP,,Unassigned,Potential
C1755,Kuehne + Nagel LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2111,Kuruoglu Denizcilik Ltd. Sti.,TURKEY,ARZU,Potential
C1704,KUWAIT OIL TANKER COMPANY (KOTC),KUWAIT,Unassigned,Potential
C1708,KUWAIT PORTLAND CEMENT COMPANY,KUWAIT,Unassigned,Potential
C0620,K-WORLD LINE CO LTD.,"KOREA, REPUBLIC OF",HYUKMIN,Potential
C1437,LafargeHolcim,SWITZERLAND,Unassigned,Potential
C1746,Lafttiz Shipping FZE,UNITED ARAB EMIRATES,Unassigned,Potential
C0399,LAKSHADWEEP DEVELOPMENT CORPORATION LIMITED,INDIA,Unassigned,Potential
C022606,LALEMANT NV,BELGIUM,Unassigned,Potential
C2011,Lamnalco,UNITED ARAB EMIRATES,Unassigned,Potential
C1318,LAMPRELL,UNITED ARAB EMIRATES,Unassigned,Potential
C2166,Lamprell Shipping,UNITED ARAB EMIRATES,Unassigned,Potential
C2012,Landa Maritine FZCO,UNITED ARAB EMIRATES,Unassigned,Potential
C2675,LANKA IOC,,Unassigned,Potential
C0839,LANKA MARINE SERVICES,,SATNAM,Potential
C0810,LANRICH,,SATNAM,Potential
C2013,Larsen & Toubro Limited,UNITED ARAB EMIRATES,Unassigned,Potential
C0525,LATSCO (LONDON) LIMITED,UNITED KINGDOM,Unassigned,Potential
C1418,Latvijas Kugnieciba,LATVIA,Unassigned,Potential
C0802,LAUGFS MARITIME SERVICES PRIVATE LIMITED,SRI LANKA,MAAZ AHMED,Potential
C0308,LAUREN HOLDINGS INCORPORATED,GEORGIA,Unassigned,Potential
C0298,LAVINIA CORPORATION LIMITED,GEORGIA,Unassigned,Potential
C1511,LD Bulk,FRANCE,Unassigned,Potential
C0270,LDAP SAS,FRANCE,Unassigned,Potential
C2344,LEGENDS OIL,,Unassigned,Potential
C1319,LEIGHTON OFFSHORE,UNITED ARAB EMIRATES,Unassigned,Potential
C1576,Lemissoler,CYPRUS,Unassigned,Potential
C0094,LEO SHIPPING LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C2583,LEON SHIPPING & TRADING S.A.,GEORGIA,STELLA,Potential
C0650,LEPORIS SHIPPING CORPORATION,GEORGIA,Unassigned,Potential
C0622,LEVANTE SCHIFFAHRTS GMBH,GERMANY,Unassigned,Potential
C1468,Levantina Bulk,ITALY,Unassigned,Potential
C1646,Libra,BRAZIL,Unassigned,Potential
C0456,LIFT & SHIFT INDIA PRIVATE LIMITED,INDIA,Unassigned,Potential
C0095,LIGHTHOUSE INTERNATIONAL MARITIME CO. LTD,VIETNAM,Unassigned,Potential
C0096,LIGHTHOUSE NAVIGATION CO LTD,THAILAND,Unassigned,Potential
C1748,Likpin LLC,UNITED ARAB EMIRATES,Unassigned,Potential
C0294,LILLY MARITIME PVT LTD,INDIA,Unassigned,Potential
C2002,Lily Marine Services,SINGAPORE,Unassigned,Potential
C0510,LILY SHIPPING SA,"KOREA, REPUBLIC OF",Unassigned,Potential
C1478,Limarko,LITHUANIA,Unassigned,Potential
C1774,Linden Shipping International,UNITED ARAB EMIRATES,Unassigned,Potential
C2016,Linden Shipping Int'l LLC,UNITED ARAB EMIRATES,Unassigned,Potential
V0606,Lindsay Blee & Co Ltd,,Unassigned,Potential
C2432,Linn Energy FZC,,Unassigned,Potential
C1998,Livestock Transport & Trading Co,KUWAIT,Unassigned,Potential
C0097,"LIVESTOCK TRANSPORT & TRADING CO., KSC",SINGAPORE,MAAZ AHMED,Potential
C1703,LIVESTOCK TRANSPORT AND TRADING CO KPSC (KLTT),KUWAIT,Unassigned,Potential
C1181,LIWA PETROLEUM,UNITED ARAB EMIRATES,Unassigned,Potential
C2018,Liwa Petroleum Marketing Establishment,UNITED ARAB EMIRATES,Unassigned,Potential
C1551,Lomar Shipping,UNITED KINGDOM,Unassigned,Potential
C0780,LONGEVITY MARITIME LTD,GEORGIA,Unassigned,Potential
C1355,Longship,NETHERLANDS,Unassigned,Potential
C2019,Louis Cruise Lines c/o Cockett Marine Oil,UNITED ARAB EMIRATES,Unassigned,Potential
C2274,LPL PROJECT & LOGISTICS (M) SDN BHD,MALAYSIA,Unassigned,Potential
